sentiment	review_text
pos	Produto leve para carregar, simples de manusear, rápido o processador. Eu e meu marido compramos igual de tanto que gostamos.
pos	Me senti presenteada com a promoção do meu produto
pos	Estou começando a utilizar, por isso a avaliação que é pedida de maneira imediata, não dá para ter toda a garantia. Mas até agora acho muito bom. Ainda melhor do que eu esperava em termos de velocidade.
pos	O produto é excelente e a entrega foi espetacular. Foi a entrega mais rápida que já tive. Parabéns
neg	Ñ é o q esperava, a bateria descarrega muito rápido.
pos	Estou muito satisfeita com o notebook, muito rápido, bonito, leve, carrega rápido a bateria e ela dura bem. Superou minhas expectativas. Preço acessível e qualidade de produtos mais caros.
pos	estou muitissimo satisfeito, vendi meu rim, da minha mulher e do meu filho pra comprar mas  a maquina é muito rápida. CS sem lag. \o/
pos	Produto rápido, tela boa, ótima qualidade, adorei.
pos	produto conforme expectativa. Poderia acompanhar capa e mouse da Samsung.
pos	"Leve, compacto e rápido, veio a substituir perfeitamente meu velho PC (com configurações bem parecidas) e liberando espaço na minha mesa. A placa de vídeo ajuda significantemente no trabalho de edição gráfica. Minha única ressalva é a troca de posição do símbolo ""?"" no teclado, ficando na mesma tecla que a letra ""W"", sendo portanto acionar a tecla Alt Gr para poder usá-la. leva um tempo para se acostumar a essa mudança, o que reduz a velocidade de digitação em pouco."
pos	Entrega dentro do prazo, produto excelente em questão de desempenho, ótimo para jogos e demais funções comuns.
pos	o notebook é ótimo,inclui o Windows 10. é perfeito,não tem o que reclamar.
neg	Comprei ele dia 15 de novembro e dia 15 de Dezembro a tela começou a piscar e buuu ficou cheia de linhas na tela, e não funciona pra nada..  não comprem não presta.
neg	comprei esse produto na certeza de q era confiável, pois estava comprando em.uma das maiores lojas de departamento do Brasil, porém o produto chegou com defeito, tenho q mandar para assistência em Coritiba,  sendo q moro em Goiânia,  totalmente arrependida por ter comprado esse produto. A minha maior indicação é  que não  comprei da positivo e sim das lojas <empresa>. Pensarem duas vezes antes de comprar um produto  dessa loja.
pos	Atende bem, para que não necessita de alta performance.
pos	comprei para trabalhar e jogar jogos relativamente leves.  está dando conta do recado muito bem.
pos	dá pra jogar minecfrat e escutar uns gemidão do zap suave
neg	quando entreguei o presente para os meus filhos eles detectaram que a tela tinha um pixel queimado, mas o prazo de devolução já havia terminado.
neg	Todos defeitos possíveis, mega lento, descarrega rápido, não conseguir usar para finalidade que comprei. Só não devolvi pq comecei usar após uma semana que chegou e por isso perdi o prazo legal.
pos	Boa capacidade interna e externa, o tornando ágil, para trabalho e estudo atende à necessidade, tela grande, bom preço, indico a compra.
pos	Note absolutamente fantástico, super rápido e leve, ergonômico, bonito, e UTIL para o dia dia. Falta a placa de video dedicada para quem quer algo sobrenatural, mas duvido ser melhor por conta disso.
pos	Notebook muito bonito e de bom desempenho, mesmo para o windows 10 que é bem pesado, as conectividades são bem modernas mas confesso que esperava mais da placa de vídeo, não senti grande diferença em relação a Intel hd 620, uma leve melhora apenas.
neg	Ao ligar pela primeira vez já vi que a bateria estava com problemas pois não carregava. Mesmo apresentando alguma carga só funcionou na tomada. Ao tirar da tomada, mesmo com 80% de carga, desligava. Depois não ligou mais. Desisti da compra para adquirir um de outra marca.
pos	A entrega foi dentro do prazo previsto. O computador é lindo, recomendo.
pos	O produto e muito bom para que e estudante e precisa de uma máquina com boas especificações
pos	O notebook tem um bom acabamento e estou muito contente com ele. Não uso para programas muito pesados, mas posso dizer que para usar internet, Photoshop e usar várias abas ao mesmo tempo está sendo excelente, não trava e é muito eficiente até então. Recomendo!
pos	Na categoria é o melhor, tela anti-reflexo, bem nítida e cores vivas. Sou designer gráfico e pra mim tem sido muito útil, roda bem os programas. Estou jogando bem também, rodas jogos pesados em full. Designer fosco é bem útil pois dificilmente fica sujo. Eu recomendo, parabéns samsung.
pos	Bom pra quem usa o notebook pra estudar ou trabalhar. Ainda estou acostumando com o linux,  mas não apresenta grande dificuldades nas tarefas que faço normalmente no computador. Sem contar que tive um notebook positivo que durou 10 anos sem apresentar defeito.
pos	O HD que vem de fábrica é de péssima qualidade. No entanto, se você colocar um SSD, fica fantástico. Tirando o HD, a construção é de alta qualidade, a tela é perfeita, com ótima densidade de pixels, notebook de 14' com tamanho de 13', por causa das bordas super finas.
neg	Boa tarde! Comprei o produto no boleto e paguei, porem o produto chegou com defeito e até o dia de hoje(17/01/2018) não resolveram o problema, o suporte da dell fica de resolver e não resolve, vou ter que acionar o Procon, pois tem quase 30 dias que comprei o produto e não pode usar e pior que esse notebook comprei para dar de presente. descrição o problema: quando colocar para carregar a bateria , ela quando chega em 55% de carga informa que está conectada e sem carregar. passei essa informação para Dell e pediram para fazer vários testes e até hoje não trocaram o notebook para eu dar de presente que tinha prometido e olha o constrangimento causado, dei o produto de presente e a pessoa teve que me devolver o presente e até hoje não retornei com o presente.
pos	Ótimo notebook, excelente preço comparada a qualidade do produto, a entrega foi bem rápida.
pos	Produto de ótima qualidade. Chegou antes do prazo previsto. Um bom atendimento
pos	Primeiro por que gosto da marca Samsung  Pesquisei bastante é preço estava mais encota  que outros site. Produto chegou antes da data.
pos	Para mim atendeu todas as expectativas,comprei dois ,meus filhos amaram ,roda os jogos deles perfeitamente.So tenho elogios quanto a entrega,como sempre as lojas <empresa> é rápida nas entregas,estão de parabéns!
neg	CORRAM, CORRAM, CORRAM DESSE PRODUTO!!! COMPREI O PRODUTO E 1 SEMANA DEPOIS APRESENTOU PROBLEMA NA BATERIA. SÓ FUNCIONA COM O CARREGADOR CONECTADO. NÃO COMPREM JAMAIS!!
neg	Comparando com os outros notebooks que tive, achei este inferior, lento para executar os programas, o mouse é ruim de movimentação. Não entendo muito, não sei se pode ter relação com o sistema, que é windows 10, os anteriores que eu usava eram o windows 7, que é mais leve.
pos	Ótima imagem de tela. Chegou antes do prazo estipulado.
neg	O computador trava quando se usa o power point. E a DELL nao sabe o porque... JOga a culpa na microssoft. material bem fraco, delicado.... nao vale a pena
pos	Ótimo produto q tem como única falha o HD q é lento, mas o resto é excelente.
neg	Não comprem gente péssimo produto chegou num dia no outro nem quiz ligar mais
pos	E um note que atende as minhas expectativas em todos os sentidos,
pos	Muito satisfeita com o produto superou as expectativas de uso
pos	Notebook bonito, rápido, chegou super rápido e custo muito abaixo de outro notebook de mesma configuração e outras marcas.
pos	Recebi o produto com 1 dia após o prazo previsto,mas completamente aceitável por ser fim de ano!! Produto excelente,entrega ok. Para mim o melhor site para compras.
pos	O produto chegou no prazo certo e está funcionando corretamente. Estou satisfeito com a compra.
pos	Prós -- Bonito, leve, rápido. Contra -- Tive que pagar para um técnico tirar o Windows 10 pois é horrível, pede atualizações diárias e demora demais, é lento pra mexer. Mas agora com o Windows 7 o notebook funciona muito bem. Obs.: Uso para trabalho.
pos	Foi tudo perfeito desde a compra até a entrega. Recebi o produto conforme o que eu queria. Eu recomendo esse site.
pos	Atendeu todas as minhas expectativas, o que não gostei foi da transportadora, que deixa a desejar sobre informações da localização e status da encomenda.
pos	tenho este produto a 2 anos , nunca pegou vírus , não trava , bateria duradora , custo beneficio para uso domestico, só os apricativos que são ilimitados precisando desenvolver apricativos para este programa de computador.
pos	Tela grande.  Memória muito boa. Meu filho gostou muito, foi um excelente presente.
pos	Muito bom, está atendendo minhas expectativas. Agora por ser um processador I3 eu pensei que seria bem mais rápido do que meu notebook anterior pois este ainda não está nem cheio de aplicativos mas a velocidade é comparável com os processadores anteriores.
pos	sem alteração , muito bom mesmo , foi eu que escolhi dentro da configuração
pos	Gostei da atenção que vcs tiram tirando dúvidas, sobre a entrega chegou antes do prazo o produto muito bom, ele é além do que eu imaginava.
pos	PC ótimo para quem utiliza para estudos e pesquisas na internet...
pos	Dentro das expectativas ; ainda tive pouco tempo de uso mais não decepcionou
pos	Esquenta bastante rodando jogos como lol, tera, diablo 2 em gráficos altos. ótimo desempenho e design. Adorei e está servindo muito bem todos os meus requerimentos.
pos	Configuração simples mas que atende muito bem as tarefas do dia a dia.
pos	As <empresa> está de parabéns a entrega foi antes do prazo, super rápido! Recomendo.
pos	Áudio excelente, ótimo para quem estuda e muito bonito por sinal !
neg	Fico pensando como uma empresa de renome como a DELL coloca uma máquina tão fraca  como essa no mercado.A insatisfação começa logo na hora de ligar.É uma eternidade até abrir o windows, e continua com o uso,travando e demorando para processar coisas simples.O design do notebook é fraco e sem atrativos,nem se comparando ao VAIO,que ai sim,tem uma máquina elegante e realmente bonita.Me enganei por achar que comprando um notebook DELL core i5 de sétima geração  estava fazendo um ótimo negócio.Para finalizar estou esperando terminar de pagar a máquina para comprar algo realmente de qualidade e que me entregue o que se propõe.
pos	Gostei muito do produto.  Gostei muito do produto.  Gostei muito do produto.
pos	Produto ótimo e chegou em perfeito estado, eu super recomendo porque ele é bom de verdade tem que respeitar a Dell e a empresa <empresa>.
pos	Super recomendo melhor aquisição já realizada e chegou antes do prazo informado
pos	O notbook é auto de data e é incrível como ele facilita nosso acesso, sem falar da aparência.. lindo ... lindo ... lindo !
pos	Produto de ótima qualidade. A única coisa é que a entrega demorou para acontecer. Recebi o produto com atraso.
pos	Só não é excelente porque não vem com o pacote do Office. No mais...é top.
pos	Ótimo produto, de extrema qualidade!! A entrega foi mais rápida do que eu esperava, recomendo a todos!!
pos	É um excelente produto da Samsung,com ´recursos  ótimos.Recomendo.
pos	produto de otima qualidade,recomendo a quem quiser adquirir
pos	Computador excelente, muito rápido e o designer é top!
pos	Tinha visto um comentário sobre a lentidão do produto, e comprovei isso quando chegou. Fiquei frustrado, mas então vi que tinha um monte de atualizações para serem feitas. Depois de fazer, o notebook está muito rápido. Realmente valeu a compra. Recomendo!
pos	Por um preço acessível adquiri um produto com uma qualidade maravilhosa. Obrigado <empresa> por preços imbatíveis e qualidade monstra !!!
pos	produto superou as expectativas, muito bom, valeu a pena.
pos	vale fazer u upgrade, trocar o hd por ssd. Super recomendo.
pos	Só carece de driver de CD e DVD. No mais, o equipamento é bom.
pos	Trabalho com desenvolvimento Android, e rodar o emulador sempre foi um problema, essa máquina com essa configuração e principalmente pelo SSD, melhorou demais o desenpenho e a minha produtividade
neg	Comprei o not quando fui jogar observei que a taxa de fps tava em 30 sendo que ele termina boa placa de vídeo capas de chegar até 192 de ms realizei tudo que meus amigos falaram att entre outros mais permanece assim Américas oque eu posso fazer
pos	De acordo com as especificações técnicas do produto.
pos	Produto atende às expectativas e a negociação foi rápido e fácil
pos	Òtima compra, tela fina super leve e bonito. Recomendo.
pos	Leve, silencioso, muito rápido, som límpido, teclado confortável. Recomendo.
pos	Super indico Vale a pena comprar Ele é lindo Slim E a cor é Maravilhosa (para quem gosta da cor aço escovado)
pos	A Samsung sempre foi minha marca de produtos favorita. Celular, TV, Notebook... E esse Notebook é excepcional, tela, processamento dos dados, ótimo para rodar as coisas diárias, Word, Internet, Youtube tudo na mesma hora, sem travar. Ainda dá para arriscar uns jogos de 2016 para baixo.
neg	No segundo dia de uso, travou, tenho internet de 30 mega e não esta abrindo as páginas da internet, fica travando!!! Irei devolver o produto, sem contar que hoje pela manhã ele iniciou com um ruído interno, como se tivesse algo batendo, que só parou depois de mudar ele de posição.
pos	Se você deseja um computador pra editar vídeo, jogos, etc. Nada pesado, que exige o MÁXIMO DO MÁXIMO do seu PC, ele é super ideal, jogo normalmente, edito videos normalmente. Navego muito bem nos navegadores, parece que minha velocidade de internet é maior do que contratei por causa do hardware desse equipamento. Recomendo. Muito bom.
pos	O que mais me surpreendeu foi a rapidez da inicialização do Windows. Inicialmente o navegador não queria acessar todos os sites, mas em uma ligação para o suporte técnico da Lenovo (excelente atendimento)  e um procedimento orientado por eles, o problema foi resolvido.
pos	Preço bom para as configurações (I7 com placa off board ge-force).
neg	Produto chegou com defeito, não ligava, fiz o contato com a loja e devolvi no dia seguinte.....nao recomendo a ninguém..
pos	Notebook, com design bem fino, leve e atende as minhas expectativas.E o melhor, chegou antes do prazo previsto.
pos	Ótimo custo beneficio , excelente qualidade,compto ideal para levar a qualquer lugar, duração da bateria excelente...
pos	Produto muito bom, mas o teclado apresenta instabilidade.
pos	O produto é ótimo, porem a transportado direct deixa a desejar. Entregou o produto com 3 dias de atraso e não deu nenhuma justificativa, inclusive a <empresa>.
pos	A entrega foi rápida, foi por Sedex, mas ainda prefiro pela transportadora Direct, mas chegou direitinho e rápido, o notebook é muito bom, está funcionando perfeitamente até agora, gostei bastante, Samsung é uma ótima marca.
pos	Eu comprei esse notebook, após várias decepção com a lenovo, notebook caro e defeito que não foram reparados, também tive decepção com a samsung. Então,   pelo excelente preço do notebook positivo e como ele será usado somente para acesso à Internet e impressão, achei custo beneficio. Chegou perfeito, até o momento não tenho problemas. Só estou tendo um cuidado redobrado, pois ele é bem sensível, frágil, então, utilizo e guardo na caixa com muito cuidado. Eu compraria outro desse, se necessário, cansei de comprar notebook caríssimo e só decepção.
pos	Notebook Top... Excelente compra...entrega super rápida (antes do prazo até) com certeza recomendo tanto a Dell qto à <empresa>...
pos	O produto  é bom. Recomendo aos usuários por apresentar um bom  desempenho.
neg	Note Booker deu problema no segundo dia de uso. Fiz a devolução.
pos	é um note muito bom , vale a pena compra lo ..o processador é excelente
pos	Leve e fino por um preço acessivel, peguei no preço de black friday então foi um ótimo custo beneficio, estou usando a um mês, ele é perfeito para meus estudos e trabalhos.O sistema é o Openmandriva e qualquer um com um pouco de paciencia e coragem aprende a usar em um mês, mas se a diferença de preço desse pra versão com i3 for de menos de 300 reais acho melhor o positivo com i3
pos	Vendi minha casa e um Rim e um córnea no mercado negro, mas agora o Minicraft rosa filé....
pos	Comprei para presentear um amigo ele adorou disse quê foi o melhor e mais útil presente na sua vida e ele usa para trabalhar
pos	A mercadoria chegou no prazo e em ótimo estado.Ele atende as minhas necessidades.
neg	Não imaginei que a resolução da imagem na tela fosse tão ruim.
pos	Acredito que fiz uma ótima compra ao escolher o Notebook Samsung Expert22 nas lojas <empresa>, pois além de uma excelente configuração, designer, preço, tive acesso a todas as etapas do processo de entrega e chegou antes do prazo estimado.
pos	Produtos da Dell não tem comparação. Muito bom mesmo.
pos	Produto atendeu minhas expectativas e a entrega foi muito rápida, recebi bem antes do prazo previsto.
pos	Este  é o quarto produto que adquiri da marca. Todos foram satisfatórios. Este ultimo  adquiri para substituir um I5 da Lenovo que desisti de usar por tão lerdo. Este I3 da Asus funciona mais fluído, sem os travamentos constantes do Lenovo. Além disto, foi bem mais barato, e ainda veio com leitor de CD / DVD, ausente no da outra marca.
pos	Nao vi defeito ate agr ja tenho ele 1 semana e te agr nao deu problema e vem super protegido em duas caixas etc (nesse momento eu estou usando ele..) muito bom viuuu
pos	Preço incrível, só vai me custar um Rins ,mas para que dois rins mesmo se posso usar só um e ainda usufruir de uma maquina dessa com essa super placa de videio .
pos	Achei o preço excelente, então eu comprei 3, pretendo ouvir musica e usar internet.
pos	O produto chegou no prazo estipulado e é muito fácil de manusear. Super recomendo.
pos	Ótimo produto, atendeu às minhas expectativas. Chegou bem antes do prazo. Estou muito satisfeita.
neg	Na segunda vez q tentei usar não funcionou mais estou por uma semana tentando entra em contato com a Asus para obter a garantia é até agora nada. Espero conseguir pelo menos mandar para assistente para poder usar.
pos	Excelente produto! Vale a pena o investimento! Conjunto muito equilibrado, desempenho bom para jogos não muito pesados.
pos	100 satisfeito com o note book, vale muito apena adquiri
pos	Muito bom, excelente produto, bem embalado, chegou em perfeito estado, funcionando tudo certinho como deveria. Parabens recomendo bastante a compra deste produto
pos	Produto de excelente qualidade, aconselho para quem deseja um notebook rápido e estável.
pos	A compra foi rápida e fácil. O produto chegou antes da data prevista e em perfeito estado. O produto é excelente!!!
pos	Ola, bom dia!  Recebido corretamente. Muito obrigada!
pos	O produto é ótimo, chegou intacto e muito antes do prazo combinado.
pos	Comprei para minha filha, produto bom, bastante versátil.
pos	Produto muito bom e foi presente para o meu afilhado.
pos	Queria um computador para tarefas de rotina e que me proporcionasse qualidade de vídeo para séries e filmes. Este notebook tem me atendido neste sentido.
pos	otimo notebook , configuração excelente , acabamento premium muito sofisticado... velocidade inigualável dentre os  pcs que já tive. Entrega na <empresa> foi super rápida . RECOMENDO
pos	Produto muito bom, perfeito mesmo, entrega rápida, produto melhor do que eu esperava.
pos	Ótima qualidade de construção. Não é pesado pra um computador de 15.6. Som excelente. Os poréns são q a porta vga nao entra até o fim (mas funciona), a interrogação no teclado fica num lugar estranho (tem q usar alt gr) e tem hora q parece q o windows 10 é meio pesado
neg	A  empresa esta de parabéns pela agilidade da entrega,mais o produto não presta seria mais interessante juntar mais um pouco de grana e comprar outro produto para lhe atender pois esse e dinheiro jogado fora,leiam o que escrevo pois me arrependi.
pos	Ele é um produto excelente,super leve e sem falar que é dujeito que eu imaginei.E a entrega foi super rapida.
pos	a entrega foi rápida, o produto é excelente e o preço foi cerca de 400 reais a menos em relação ao mesmo produto em lojas físicas de outras empresas.
pos	bom laptop para escritório apesar do Windows 10. Programas 3D leves como Sketchup rodam bem.  Não acompanha os jogos contemporâneos.
pos	Acabamento, velocidade, comodidade, recomendo. Não deixa a desejar pra nenhuma máquina, gostei muito.
pos	Entrega rápida e sem problemas. Atendeu as expectativas
pos	Pesquisei por meses e consegui o melhor custo benefício do mercado.
neg	Produto veio com defeito e não acessa nada. Liguei pra assistência técnica e não foi possível resolver pediram pra levar numa assistência na Barra Funda e não era lá mas sim em Pinheiros. Muito  ruim.
pos	Além de chegar dentro do prazo o produto chegou em ótimo estado e é maravilhoso. Podem comprar sem medo algum!!!
neg	Poucas existem palavras para definir uma coisa tão ruim, quanto mais quando falo de um notebook que compro para utiliza-lo em locais com pouco ou nenhum fornecimento de energia elétrica, pois a bateria é um lixo não suporta um segundo se desconectado da tomada.
pos	Máquina boa, design bonito, teclado macio. Bom custo beneficio. Às vezes pensa demais, poderia ser mais rápido e mais leve. Recomendo pela configuração equilibrada.
pos	Boa configuração, entrega antes do prazo. Recomendo!
pos	Chegou antes da data prevista, muito bem embalado, funciona perfeitamente.
pos	Produto de qualidade, leve, maus pad que se assemelha ao Apple e memória SSD que faz a diferença. Tela touch muito boa de usar e bateria que dia mais. Recomendo.
neg	Só funciona conectado na tomada, maior dor de cabeça só em entrar em contato com a loja e a assistência só pra trocar. Odiei
pos	FIQUEI BASTANTE SATISFEITA COM O PRODUTO QUE COMPREI. A ENTREGA FOI  RÁPIDA .
pos	Um ótimo custo-benefício. A Bateria dura bastante, tem uma excelente resposta ao abrir os programas e inicializa muito rápido.
pos	Muito bom, excelente configuração por um preço bom.
pos	Excelente oportunidade Equipamento que atendeu minha necessidade
pos	Recomendaria sem problemas, ótimo produto. Entrega  adiantada. Parabéns!
pos	Falta um suporte na região. O atendimento por telefone deixa muito a desejar.
pos	Muito bom custo e benefício.mas estou testando ainda mas pelo que percebi é muito bom. A loja entregou bem rápido, só falta entregar um outro produto que comprei no mesmo dia e até agora não entregaram.
pos	Muito bom eu recomendo a tds, chegou muito rápido !!!
pos	O notebook cumpre o que promete, o único problema que os compradores devem ficar atentos é que nele a versão do Office já instalada é a 2016 e você terá que assinar uma conta para poder acessá-la já que o teste dura poucos dias, e além do mais o notebook não possui entrada para cd, vale ressaltar também que ele não possui entrada para adaptador de sd card.
pos	O único ponto fraco é a bateria que não dura muito, principalmente quando utilizo programas mais pesados. Gostei do desempenho. É rápido. Consegui rodar todos programas e jogos que testei até agora. Todos em configurações entre médio e máximo.
pos	O notebook atende totalmente às minhas necessidades. Gostei muito e recomendo.
pos	Realizei a compra e dentro de 12 dias já obtive o produto em excelentes condições. Super indico.
pos	Excelente produto para necessidades de trabalho e uso pessoal. Início estranhei o teclado, mas já acostumei.
pos	muito bom notebook pelo preço e oque entrega, só tem um detalhe o hd faz muito barulho so pesquisar ai no youtube ideapad 320 faz um barulinho chato.
pos	Excelente produto,entrega chegou no prazo correto,
pos	Vir com  distro do linux faz o preço cair, e é só formatar e por windows.
pos	Fantastic this laptop, I would like to buy several of this...
pos	Muito bom atende bem as expectativas e as necessidades do universitário
neg	Tenho dois Notebook Dell Inspiron i5, ambos apresentaram problemas. Um deles não funciona mais o teclado e nem o som. O outro apresentou problema na placa mãe  e a assistência da DELL  cobrou R$ 1.200,00 (isso mesmo) para  fazer o reparo e vc. só encontra a placa na  Dell. Ou seja, não compensa consertar.
pos	Cumpre o que promete. Notebook fantástico. Melhor custo benefício.
pos	Comprei a pouco tempo entrega super rápida , e produto me parece ser muito bom
neg	Existe a possibilidade de comprar uma máquina e eventualmente ela dar problema, ocorre que comprei duas e elas estão em constante problema e iguais. Para ligar, vc pode primeiro liga, depois vai tomar banho tomar seu café da manha e ai sim ela terá ligado. Quando liga o monitor pisca feito falta de energia. tente conectar em seu televisor, impossível, a TV sansung não consegue espelhar a máquina, não consegui resolver isto. Por vezes elas apresentam apagão e diz que foi desligada incorretamente, Gente, foram as minhas primeiras compras de um Dell, e esta semana tive de adquirir mais dois para a empresa e não tive na Dell minha opção.  Um computador I7 de 7a. geração, é brincadeira de ruim. Cada um na sua, mas sugiro outra opção.
pos	Notebook lindo, leve, rápido, qualidade imagem excelente. Foi indicação e estou amando o produto.
neg	Meu notebook chegou dentro do prazo. Dia 18/01 no final da tarde. Fui utiliza-lo no dia 20/01 para fazer um trabalho, no paint mesmo.  Quando eu estava quase terminando, simplesmente o notebook desligou e eu perdi tudo que havia feito. Alem do que ele trava! Solicitei devolução  e aguardo o reembolso.
pos	Entrega no prazo esperado. Ótimo notebook. Sem problemas. Por enquanto estou gostando muito. Estou a 1 mês com ele.
neg	Muito Ruim, ele deu problema no mesmo dia realmente fiquei decepcionada com esse produto
pos	Ótimos produtos, bom acabamento, porém faltou o leitor de cd/dvd
pos	Excelente. Recomendo. Potente e rápido e fácil manuseio.
pos	PROduto maravilhoso, leve, pratico, bonito, e configuração excelente. Recomendo demais!!!
pos	Apesar de não usar muito o aparelho, ele atende todas as minhas necessidades. Design bonito, a bateria poderia durar mais, mas ta ótimo, pelo preço está de bom tamanho.
pos	já conheço o equipamento, então sei da qualidade do produto
pos	Ótimo Notebook, e consegui comprar por um ótimo preço. Valeu muito a pena.
pos	Estou muito satisfeito com este notebook. Atende às necessidades.
pos	Tudo perfeito: compra, prazo de entrega, notebook de excelente qualidade. Indico.
pos	Produto conforme descrição no anúncio. Atende todas as expectativas. Recomendo!
neg	meu amigo compro para joga fifa 18 e nao pego ! ele disse que travava nos treinamentos , foi um desperdicio !!!
pos	É muito bom, mas as vezes dá umas travadas que não deveria pela qualidade do produto...
pos	O produto é ótimo e o design é incrível. Cumpriu com todas as minhas expectativas.
pos	Chegou rápido e tudo certo conforme anuncio.  Recomendo.
pos	Parabéns a <empresa>, prazo de entrega rápido, excelente serviço.
pos	Excelente! Ótimo produto! Tanto o produto quanto o atendimento conforme o esperado!!!!!!!!!
neg	O produto veio com problemas de lentidão, não carrega nada. A <empresa> me deixou por conta própria me comunicar com a positivo que não resolveu nada e não responde as mensagens que envio.
neg	No dia 11/01 comprei este produto,só no dia 22/01 que nota fiscal ficou pronta,era pra de chegado no dia 23/01 e ater agora nada...meu produto ainda não foi enviado pra transportadora..só dor de cabeça..mt cuidado com este produto é lojas <empresa> e péssima
pos	O produto ASUS VIVOBOOK superou minhas expectativas e o site de vendas da <empresa> é sempre muito eficiente. EU RECOMENDO!
pos	Usei dois dias e é bem bom, no inicio achei lento mas depois ficou bom
pos	Gostei muito do produto. Moderno e com as características que preciso.
neg	Produtor de péssima qualidade! Não é o que promete ser!
pos	NA VERDADE FIQUEIUM POUCO PREUCUPADO PQ NÃO CONHECIA NOTEBOOK LG SÓ CONHECIA CELULARES MAS MIM SUPRIENDEU ATE O MOMENTO MINHA ESPERIENCIA COM O NOTE ESTA MUITO BOA.
pos	Boa máquina. Porém não vai com reprodutor de DVD/CD, mas vai com bluetooth integrado. Tem 3 portas USB, o que é bom. O botão de ligar e desligar não tem luz, mas no fim das contas não influencia em nada. O botão de caps lock tem luz forte quando o botão é ativado, e a luz é apagada quando o caps lock é desativado. Teclado com botões mais colados um nos outros, dificultando um pouco pra quem utilizada anteriormente teclado com botões mais espaçosos. A única desvantagem é a falta de leitor de DVD/CD, e o peso do notebook, é um pouco pesado. O leitor de DVD/CD terá que comprar a parte e instalar no espaço interno, ou comprar um externo que conecta na porta USB. De resto está ok para o preço. Um excelente custo benefício da excelentíssima marca Dell.
pos	entrega bem mais rapida que o previsto, otima interface e muito pratico.
pos	esse produto vale apena usá-lo é muito bom. recomendo a todos quem possui esse aparelho é muito bom, .
pos	Um pouco lento, alguns programas pré-instalados apresentam falhas, mas no geral, um bom produto.
neg	Estou com problema no equipamento há vários dias e a Dell não consegue solucionar.  Garantia em Domicílio da DELL é pura balela!
pos	1500 reais mais barato que no SiTE DELL. COMPLETO TELA PERFEITA
pos	Ainda é recente pra eu falar muito bem do produto pois, agora que vou começar a fazer uso dele frequente. Mas acredito que pelas informações de terceiros que já possuem o produto, fala muito bem dele.
pos	Ótimo produto, porém seria melhor ainda se a sensibilidade do touchpad tivesse resposta mais rápida ao comando.
pos	Amei por ser leve, comodo para locomover na bolsa para trabalho, moderno, rápido, completo.!
pos	Produto de excelente qualidade e entrega muito rápida
pos	comprei para dar de presente e a pessoa adorou o produto esta super satisfeita, nos comentarios eu quase desisti mas analisei tudo e achei que as pessoas que tiveram uma avaliação ruim era porque queria uma maquina potente e não um completemento para suas tarefas basicas e esse produto corresponde muito bem ao que se espera de um bom notebook.
neg	Logo quando ia fechar a compra, aumentaram o valor. Aff
pos	Até o momento está perfeito, atende minhas necessidades! Recomendo!
pos	O produto é de ótima qualidade, supre bem pra quem usa computador pra estudar, usar o office, assistir videos/netflix. É leve, não pesa muito na mochila.
pos	otimo para navegar, assistir filme . ouvir musicas e muitas outras coisas
pos	As <empresa> fornece exatamente o que divulga. Sem propaganda enganosa. O produto é realmente muito bom e está de acordo com a propaganda exibida.
pos	Estava procurando um notebook de 14 polegadas com boa configuração, o que hoje em dia é difícil, pois a maioria são com tela de 15. Dentro das possibilidades e das avaliações optei por esse. Achei um pouco lento, então tirei o hd e coloquei um ssd de 240, e fiz do HD dele um externo. Ficou show! Claro que não é top de linha, seu teclado não é retroluminoso, não acende a tecla capalock e a tela tem reflexos, além do acabamento ser de plástico. Mas pelo preço vale a pena, ele é bonito, leve, lembra um ultrabook por ser fino, já que não tem drive de dvd. Como estava procurando algo mais compacto e leve para facilitar o transporte em viagens achei ele ótimo nesse sentido. Gastei mais 300 reais para colocar o ssd, ( esse mesmo modelo com ssd sai 3 mil) peguei ele na promoção por 1850, valeu a pena pelo preço. Não me arrependo, acho que vale o custo beneficio. Para a minha finalidade de uso estou satisfeita.
pos	Produto muito bom. Além de ser bonito é de muita qualidade. Recomendo.
pos	A entrega foi bem rápida e o produto chegou em perfeito estado, mas, dependendo da tarefa a fazer nele ele trava um pouco, principalmente se for algo muito pesado como jogos. Para o restante é perfeito!
pos	Produto excelente, inicialização super rápida... A entrega da <empresa> foi na metade do prazo, que há era curto. Muito satisfeita com a compra!
pos	o produto foi dentro do anunciado. A entrega foi dentro do combinado, O produto veio intacto.
pos	Excelente produto, recomendo! Preciso aprender mais sobre o produto...
pos	Parabéns pelo compartimento com seus clientes, atendimento rápido e excelente !!!
neg	Vem faltando vários programas que antigamente vinha quando comprava e que agora você tem que pagar pra ter. Exemplo o pacote office.
pos	Equipamento muito bom, ágil e de alta performance. recomendo,
pos	Cumpre as finalidades a que se propõem com um bom desempenho.
pos	Notebook atende as minhas necessidades. Bem melhor que meu velho HP.
pos	Gostei muito do produto e o preço tava bem bacana!
neg	Achei que a velocidade de processamento fosse mais rápido até navegar na internet demora!
